Date,Stock,Gain,Total
2021-04-17,WBA,-48.23999999999992,3529.17
2021-04-18,,,3529.17
2021-04-19,,,3529.17
2021-04-20,,,3529.17
2021-04-21,,,3529.17
2021-04-22,,,3529.17
2021-04-23,,,3529.17
2021-04-24,,,3529.17
2021-04-25,,,3529.17
2021-04-26,,,3529.17
2021-04-27,PG,166.6599999999999,3695.83
2021-04-28,,,3695.83
2021-04-29,,,3695.83
2021-04-30,,,3695.83
2021-05-01,,,3695.83
2021-05-02,,,3695.83
2021-05-03,,,3695.83
2021-05-04,,,3695.83
2021-05-05,,,3695.83
2021-05-06,,,3695.83
2021-05-07,,,3695.83
2021-05-08,,,3695.83
2021-05-09,,,3695.83
2021-05-10,,,3695.83
2021-05-11,,,3695.83
2021-05-12,,,3695.83
2021-05-13,BA,224.63999999999987,3920.47
2021-05-14,,,3920.47
2021-05-15,,,3920.47
2021-05-16,,,3920.47
2021-05-17,,,3920.47
2021-05-18,,,3920.47
2021-05-19,,,3920.47
2021-05-20,,,3920.47
2021-05-21,,,3920.47
2021-05-22,,,3920.47
2021-05-23,V,139.22999999999996,4059.7
2021-05-24,,,4059.7
2021-05-25,,,4059.7
2021-05-26,,,4059.7
2021-05-27,,,4059.7
2021-05-28,,,4059.7
2021-05-29,,,4059.7
2021-05-30,,,4059.7
2021-05-31,,,4059.7
2021-06-01,,,4059.7
2021-06-02,,,4059.7
2021-06-03,,,4059.7
2021-06-04,,,4059.7
2021-06-05,,,4059.7
2021-06-06,,,4059.7
2021-06-07,,,4059.7
2021-06-08,,,4059.7
2021-06-09,,,4059.7
2021-06-10,,,4059.7
2021-06-11,,,4059.7
2021-06-12,,,4059.7
2021-06-13,,,4059.7
2021-06-14,CAT,-30.41999999999996,4029.2799999999997
2021-06-15,,,4029.2799999999997
2021-06-16,JNJ,-60.240000000000464,3969.039999999999
2021-06-17,,,3969.039999999999
2021-06-18,,,3969.039999999999
2021-06-19,,,3969.039999999999
2021-06-20,GS,219.12000000000015,4188.159999999999
2021-06-21,,,4188.159999999999
2021-06-22,,,4188.159999999999
2021-06-23,,,4188.159999999999
2021-06-24,,,4188.159999999999
2021-06-25,,,4188.159999999999
2021-06-26,MCD,-36.89999999999969,4151.259999999999
2021-06-27,,,4151.259999999999
2021-06-28,,,4151.259999999999
2021-06-29,,,4151.259999999999
2021-06-30,,,4151.259999999999
2021-07-01,V,206.89000000000027,4358.15
2021-07-02,,,4358.15
2021-07-03,,,4358.15
2021-07-04,,,4358.15
2021-07-05,,,4358.15
2021-07-06,,,4358.15
2021-07-07,,,4358.15
2021-07-08,,,4358.15
2021-07-09,,,4358.15
2021-07-10,,,4358.15
2021-07-11,,,4358.15
2021-07-12,,,4358.15
2021-07-13,,,4358.15
2021-07-14,,,4358.15
2021-07-15,,,4358.15
2021-07-16,,,4358.15
2021-07-17,BA,-215.0,4143.15
2021-07-18,,,4143.15
2021-07-19,,,4143.15
2021-07-20,,,4143.15
2021-07-21,VZ,-15.540000000000065,4127.61
2021-07-22,,,4127.61
2021-07-23,,,4127.61
2021-07-24,,,4127.61
2021-07-25,,,4127.61
2021-07-26,,,4127.61
2021-07-27,,,4127.61
2021-07-28,,,4127.61
2021-07-29,,,4127.61
2021-07-30,,,4127.61
2021-07-31,,,4127.61
2021-08-01,,,4127.61
2021-08-02,,,4127.61
2021-08-03,,,4127.61
2021-08-04,,,4127.61
2021-08-05,,,4127.61
2021-08-06,,,4127.61
2021-08-07,VZ,-15.540000000000065,4112.07
2021-08-08,,,4112.07
2021-08-09,,,4112.07
2021-08-10,,,4112.07
2021-08-11,,,4112.07
2021-08-12,,,4112.07
2021-08-13,,,4112.07
2021-08-14,,,4112.07
2021-08-15,,,4112.07
2021-08-16,,,4112.07
2021-08-17,,,4112.07
2021-08-18,,,4112.07
2021-08-19,,,4112.07
2021-08-20,,,4112.07
2021-08-21,,,4112.07
2021-08-22,,,4112.07
2021-08-23,,,4112.07
2021-08-24,,,4112.07
2021-08-25,,,4112.07
2021-08-26,AMGN,-12.95999999999998,4099.11
2021-08-27,,,4099.11
2021-08-28,,,4099.11
2021-08-29,,,4099.11
2021-08-30,,,4099.11
2021-08-31,,,4099.11
2021-09-01,,,4099.11
2021-09-02,,,4099.11
2021-09-03,,,4099.11
2021-09-04,,,4099.11
2021-09-05,,,4099.11
2021-09-06,,,4099.11
2021-09-07,,,4099.11
2021-09-08,,,4099.11
2021-09-09,,,4099.11
2021-09-10,AMGN,-34.77000000000024,4064.3399999999992
2021-09-11,,,4064.3399999999992
2021-09-12,MMM,-46.860000000000525,4017.4799999999987
2021-09-13,,,4017.4799999999987
2021-09-14,,,4017.4799999999987
2021-09-15,,,4017.4799999999987
2021-09-16,,,4017.4799999999987
2021-09-17,BA,-69.48000000000025,3947.999999999998
2021-09-18,,,3947.999999999998
2021-09-19,,,3947.999999999998
2021-09-20,,,3947.999999999998
2021-09-21,,,3947.999999999998
2021-09-22,GS,160.2000000000004,4108.199999999999
2021-09-23,,,4108.199999999999
2021-09-24,,,4108.199999999999
2021-09-25,,,4108.199999999999
2021-09-26,KO,-21.280000000000086,4086.9199999999987
2021-09-27,,,4086.9199999999987
2021-09-28,,,4086.9199999999987
2021-09-29,NKE,183.39999999999952,4270.319999999998
2021-09-30,,,4270.319999999998
2021-10-01,,,4270.319999999998
2021-10-02,,,4270.319999999998
2021-10-03,,,4270.319999999998
2021-10-04,,,4270.319999999998
2021-10-05,,,4270.319999999998
2021-10-06,,,4270.319999999998
2021-10-07,,,4270.319999999998
2021-10-08,,,4270.319999999998
2021-10-09,VZ,-84.80000000000018,4185.519999999998
2021-10-10,,,4185.519999999998
2021-10-11,,,4185.519999999998
2021-10-12,,,4185.519999999998
2021-10-13,KO,-22.32999999999993,4163.189999999998
2021-10-14,,,4163.189999999998
2021-10-15,,,4163.189999999998
2021-10-16,,,4163.189999999998
2021-10-17,,,4163.189999999998
2021-10-18,,,4163.189999999998
2021-10-19,,,4163.189999999998
2021-10-20,,,4163.189999999998
2021-10-21,,,4163.189999999998
2021-10-22,IBM,-14.184185400000274,4149.005814599997
2021-10-23,,,4149.005814599997
2021-10-24,BA,-112.85999999999996,4036.1458145999973
2021-10-25,,,4036.1458145999973
2021-10-26,,,4036.1458145999973
2021-10-27,,,4036.1458145999973
2021-10-28,,,4036.1458145999973
2021-10-29,,,4036.1458145999973
2021-10-30,,,4036.1458145999973
2021-10-31,,,4036.1458145999973
2021-11-01,,,4036.1458145999973
2021-11-02,,,4036.1458145999973
2021-11-03,TRV,-57.99999999999983,3978.1458145999973
2021-11-04,,,3978.1458145999973
2021-11-05,,,3978.1458145999973
2021-11-06,,,3978.1458145999973
2021-11-07,,,3978.1458145999973
2021-11-08,,,3978.1458145999973
2021-11-09,,,3978.1458145999973
2021-11-10,,,3978.1458145999973
2021-11-11,AAPL,258.70000000000044,4236.8458145999975
2021-11-12,,,4236.8458145999975
2021-11-13,,,4236.8458145999975
2021-11-14,,,4236.8458145999975
2021-11-15,,,4236.8458145999975
2021-11-16,,,4236.8458145999975
2021-11-17,,,4236.8458145999975
2021-11-18,,,4236.8458145999975
2021-11-19,,,4236.8458145999975
2021-11-20,TRV,208.70999999999967,4445.555814599998
2021-11-21,,,4445.555814599998
2021-11-22,,,4445.555814599998
2021-11-23,,,4445.555814599998
2021-11-24,,,4445.555814599998
2021-11-25,MMM,-52.74999999999963,4392.805814599998
2021-11-26,,,4392.805814599998
2021-11-27,,,4392.805814599998
2021-11-28,,,4392.805814599998
2021-11-29,AMGN,-46.41000000000017,4346.395814599998
2021-11-30,,,4346.395814599998
2021-12-01,,,4346.395814599998
2021-12-02,GS,259.92999999999995,4606.325814599998
2021-12-03,,,4606.325814599998
2021-12-04,,,4606.325814599998
2021-12-05,,,4606.325814599998
2021-12-06,,,4606.325814599998
2021-12-07,,,4606.325814599998
2021-12-08,,,4606.325814599998
2021-12-09,,,4606.325814599998
2021-12-10,NKE,-72.8999999999997,4533.425814599998
2021-12-11,,,4533.425814599998
2021-12-12,,,4533.425814599998
2021-12-13,,,4533.425814599998
2021-12-14,,,4533.425814599998
2021-12-15,,,4533.425814599998
2021-12-16,,,4533.425814599998
2021-12-17,CRM,-100.46999999999994,4432.955814599998
2021-12-18,,,4432.955814599998
2021-12-19,,,4432.955814599998
2021-12-20,,,4432.955814599998
2021-12-21,,,4432.955814599998
2021-12-22,,,4432.955814599998
2021-12-23,,,4432.955814599998
2021-12-24,,,4432.955814599998
2021-12-25,,,4432.955814599998
2021-12-26,,,4432.955814599998
2021-12-27,,,4432.955814599998
2021-12-28,,,4432.955814599998
2021-12-29,,,4432.955814599998
2021-12-30,,,4432.955814599998
2021-12-31,,,4432.955814599998
