Date,Stock,Gain,Total
2021-03-28,MRK,0.0,3194.595
2021-03-29,,,3194.595
2021-03-30,WBA,163.7999999999998,3358.3949999999995
2021-03-31,,,3358.3949999999995
2021-04-01,,,3358.3949999999995
2021-04-02,,,3358.3949999999995
2021-04-03,,,3358.3949999999995
2021-04-04,,,3358.3949999999995
2021-04-05,,,3358.3949999999995
2021-04-06,,,3358.3949999999995
2021-04-07,,,3358.3949999999995
2021-04-08,,,3358.3949999999995
2021-04-09,CAT,3.7800000000001432,3362.1749999999997
2021-04-10,,,3362.1749999999997
2021-04-11,,,3362.1749999999997
2021-04-12,MSFT,47.45000000000008,3409.625
2021-04-13,,,3409.625
2021-04-14,,,3409.625
2021-04-15,,,3409.625
2021-04-16,,,3409.625
2021-04-17,CRM,0.0,3409.625
2021-04-18,,,3409.625
2021-04-19,MCD,-0.9800000000003024,3408.6449999999995
2021-04-20,,,3408.6449999999995
2021-04-21,,,3408.6449999999995
2021-04-22,WMT,-36.72000000000003,3371.9249999999993
2021-04-23,,,3371.9249999999993
2021-04-24,UNH,0.0,3371.9249999999993
2021-04-25,,,3371.9249999999993
2021-04-26,CSCO,-51.19999999999982,3320.7249999999995
2021-04-27,,,3320.7249999999995
2021-04-28,,,3320.7249999999995
2021-04-29,,,3320.7249999999995
2021-04-30,JPM,-28.979999999999905,3291.7449999999994
2021-05-01,,,3291.7449999999994
2021-05-02,CRM,0.0,3291.7449999999994
2021-05-03,,,3291.7449999999994
2021-05-04,CSCO,-29.44000000000005,3262.3049999999994
2021-05-05,,,3262.3049999999994
2021-05-06,WMT,3.449999999999477,3265.7549999999987
2021-05-07,,,3265.7549999999987
2021-05-08,,,3265.7549999999987
2021-05-09,HD,16.83000000000004,3282.5849999999987
2021-05-10,,,3282.5849999999987
2021-05-11,,,3282.5849999999987
2021-05-12,MSFT,-41.59999999999985,3240.9849999999988
2021-05-13,,,3240.9849999999988
2021-05-14,,,3240.9849999999988
2021-05-15,MRK,0.0,3240.9849999999988
2021-05-16,,,3240.9849999999988
2021-05-17,HON,-70.56000000000029,3170.4249999999984
2021-05-18,,,3170.4249999999984
2021-05-19,,,3170.4249999999984
2021-05-20,WBA,-11.970000000000049,3158.454999999998
2021-05-21,,,3158.454999999998
2021-05-22,AMGN,0.0,3158.454999999998
2021-05-23,,,3158.454999999998
2021-05-24,TRV,34.3899999999995,3192.8449999999975
2021-05-25,,,3192.8449999999975
2021-05-26,,,3192.8449999999975
2021-05-27,,,3192.8449999999975
2021-05-28,,,3192.8449999999975
2021-05-29,,,3192.8449999999975
2021-05-30,,,3192.8449999999975
2021-05-31,,,3192.8449999999975
2021-06-01,,,3192.8449999999975
2021-06-02,,,3192.8449999999975
2021-06-03,HD,-22.200000000000276,3170.6449999999973
2021-06-04,,,3170.6449999999973
2021-06-05,,,3170.6449999999973
2021-06-06,,,3170.6449999999973
2021-06-07,,,3170.6449999999973
2021-06-08,MSFT,-2.6399999999999864,3168.0049999999974
2021-06-09,,,3168.0049999999974
2021-06-10,,,3168.0049999999974
2021-06-11,UNH,-25.20000000000016,3142.804999999997
2021-06-12,,,3142.804999999997
2021-06-13,MRK,0.0,3142.804999999997
2021-06-14,,,3142.804999999997
2021-06-15,HON,-9.379999999999823,3133.4249999999975
2021-06-16,,,3133.4249999999975
2021-06-17,HD,-1.6999999999995907,3131.7249999999976
2021-06-18,,,3131.7249999999976
2021-06-19,,,3131.7249999999976
2021-06-20,,,3131.7249999999976
2021-06-21,MSFT,87.11999999999989,3218.8449999999975
2021-06-22,,,3218.8449999999975
2021-06-23,,,3218.8449999999975
2021-06-24,,,3218.8449999999975
2021-06-25,,,3218.8449999999975
2021-06-26,MCD,0.0,3218.8449999999975
2021-06-27,,,3218.8449999999975
2021-06-28,JNJ,90.62999999999964,3309.474999999997
2021-06-29,,,3309.474999999997
2021-06-30,,,3309.474999999997
2021-07-01,,,3309.474999999997
2021-07-02,,,3309.474999999997
2021-07-03,,,3309.474999999997
2021-07-04,MCD,0.0,3309.474999999997
2021-07-05,,,3309.474999999997
2021-07-06,,,3309.474999999997
2021-07-07,MSFT,3.0799999999997,3312.5549999999967
2021-07-08,,,3312.5549999999967
2021-07-09,,,3312.5549999999967
2021-07-10,,,3312.5549999999967
2021-07-11,,,3312.5549999999967
2021-07-12,BA,-218.79000000000016,3093.7649999999967
2021-07-13,,,3093.7649999999967
2021-07-14,,,3093.7649999999967
2021-07-15,,,3093.7649999999967
2021-07-16,,,3093.7649999999967
2021-07-17,MRK,-37.82999999999996,3055.9349999999968
2021-07-18,,,3055.9349999999968
2021-07-19,,,3055.9349999999968
2021-07-20,,,3055.9349999999968
2021-07-21,MSFT,20.79999999999984,3076.7349999999965
2021-07-22,,,3076.7349999999965
2021-07-23,VZ,-3.7800000000000153,3072.9549999999963
2021-07-24,,,3072.9549999999963
2021-07-25,CSCO,-25.299999999999656,3047.6549999999966
2021-07-26,,,3047.6549999999966
2021-07-27,,,3047.6549999999966
2021-07-28,,,3047.6549999999966
2021-07-29,,,3047.6549999999966
2021-07-30,AMGN,-11.040000000000193,3036.614999999996
2021-07-31,,,3036.614999999996
2021-08-01,INTC,-2.2399999999999523,3034.3749999999964
2021-08-02,,,3034.3749999999964
2021-08-03,,,3034.3749999999964
2021-08-04,MMM,-52.5,2981.8749999999964
2021-08-05,,,2981.8749999999964
2021-08-06,WBA,94.5,3076.3749999999964
2021-08-07,,,3076.3749999999964
2021-08-08,,,3076.3749999999964
2021-08-09,,,3076.3749999999964
2021-08-10,,,3076.3749999999964
2021-08-11,,,3076.3749999999964
2021-08-12,MRK,33.2000000000005,3109.574999999997
2021-08-13,,,3109.574999999997
2021-08-14,BA,-70.20000000000007,3039.374999999997
2021-08-15,,,3039.374999999997
2021-08-16,,,3039.374999999997
2021-08-17,,,3039.374999999997
2021-08-18,TRV,-3.4200000000001296,3035.9549999999967
2021-08-19,,,3035.9549999999967
2021-08-20,CSCO,50.349999999999774,3086.3049999999967
2021-08-21,,,3086.3049999999967
2021-08-22,,,3086.3049999999967
2021-08-23,KO,-10.800000000000152,3075.5049999999965
2021-08-24,,,3075.5049999999965
2021-08-25,HD,-30.77999999999963,3044.7249999999967
2021-08-26,,,3044.7249999999967
2021-08-27,,,3044.7249999999967
2021-08-28,KO,0.0,3044.7249999999967
2021-08-29,,,3044.7249999999967
2021-08-30,CAT,-19.32000000000033,3025.4049999999966
2021-08-31,,,3025.4049999999966
2021-09-01,GS,1.0500000000002387,3026.4549999999967
2021-09-02,,,3026.4549999999967
2021-09-03,AMGN,5.329999999999956,3031.7849999999967
2021-09-04,,,3031.7849999999967
2021-09-05,UNH,0.0,3031.7849999999967
2021-09-06,,,3031.7849999999967
2021-09-07,MMM,-132.1499999999996,2899.634999999997
2021-09-08,,,2899.634999999997
2021-09-09,JNJ,-78.88000000000011,2820.754999999997
2021-09-10,,,2820.754999999997
2021-09-11,,,2820.754999999997
2021-09-12,,,2820.754999999997
2021-09-13,,,2820.754999999997
2021-09-14,BA,-14.55999999999969,2806.1949999999974
2021-09-15,,,2806.1949999999974
2021-09-16,,,2806.1949999999974
2021-09-17,,,2806.1949999999974
2021-09-18,AAPL,16.33999999999972,2822.534999999997
2021-09-19,,,2822.534999999997
2021-09-20,,,2822.534999999997
2021-09-21,,,2822.534999999997
2021-09-22,,,2822.534999999997
2021-09-23,,,2822.534999999997
2021-09-24,,,2822.534999999997
2021-09-25,,,2822.534999999997
2021-09-26,TRV,0.0,2822.534999999997
2021-09-27,,,2822.534999999997
2021-09-28,AMGN,23.269999999999897,2845.804999999997
2021-09-29,,,2845.804999999997
2021-09-30,,,2845.804999999997
2021-10-01,WBA,-15.0,2830.804999999997
2021-10-02,,,2830.804999999997
2021-10-03,IBM,-3.247557600000164,2827.557442399997
2021-10-04,,,2827.557442399997
2021-10-05,,,2827.557442399997
2021-10-06,,,2827.557442399997
2021-10-07,VZ,-32.13000000000013,2795.427442399997
2021-10-08,,,2795.427442399997
2021-10-09,WMT,0.0,2795.427442399997
2021-10-10,,,2795.427442399997
2021-10-11,MMM,-21.29999999999981,2774.127442399997
2021-10-12,,,2774.127442399997
2021-10-13,,,2774.127442399997
2021-10-14,CRM,65.25,2839.377442399997
2021-10-15,,,2839.377442399997
2021-10-16,,,2839.377442399997
2021-10-17,,,2839.377442399997
2021-10-18,,,2839.377442399997
2021-10-19,HD,22.54000000000019,2861.9174423999975
2021-10-20,,,2861.9174423999975
2021-10-21,,,2861.9174423999975
2021-10-22,CAT,-20.85999999999973,2841.057442399998
2021-10-23,,,2841.057442399998
2021-10-24,MSFT,0.0,2841.057442399998
2021-10-25,,,2841.057442399998
2021-10-26,CAT,26.319999999999936,2867.3774423999976
2021-10-27,,,2867.3774423999976
2021-10-28,,,2867.3774423999976
2021-10-29,,,2867.3774423999976
2021-10-30,MRK,0.0,2867.3774423999976
2021-10-31,,,2867.3774423999976
2021-11-01,BA,98.15000000000016,2965.5274423999977
2021-11-02,,,2965.5274423999977
2021-11-03,MSFT,26.480000000000015,2992.0074423999977
2021-11-04,,,2992.0074423999977
2021-11-05,,,2992.0074423999977
2021-11-06,CRM,24.389999999999816,3016.3974423999975
2021-11-07,,,3016.3974423999975
2021-11-08,,,3016.3974423999975
2021-11-09,,,3016.3974423999975
2021-11-10,PG,23.40000000000032,3039.7974423999976
2021-11-11,,,3039.7974423999976
2021-11-12,,,3039.7974423999976
2021-11-13,,,3039.7974423999976
2021-11-14,,,3039.7974423999976
2021-11-15,PG,10.79999999999984,3050.5974423999974
2021-11-16,,,3050.5974423999974
2021-11-17,,,3050.5974423999974
2021-11-18,,,3050.5974423999974
2021-11-19,AAPL,50.92000000000013,3101.5174423999974
2021-11-20,,,3101.5174423999974
2021-11-21,CVX,54.0,3155.5174423999974
2021-11-22,,,3155.5174423999974
2021-11-23,,,3155.5174423999974
2021-11-24,AAPL,10.070000000000022,3165.5874423999976
2021-11-25,,,3165.5874423999976
2021-11-26,HD,-37.03000000000014,3128.5574423999974
2021-11-27,,,3128.5574423999974
2021-11-28,,,3128.5574423999974
2021-11-29,,,3128.5574423999974
2021-11-30,,,3128.5574423999974
2021-12-01,UNH,0.8399999999996339,3129.397442399997
2021-12-02,,,3129.397442399997
2021-12-03,VZ,42.090000000000295,3171.4874423999972
2021-12-04,,,3171.4874423999972
2021-12-05,V,202.72000000000023,3374.2074423999975
2021-12-06,,,3374.2074423999975
2021-12-07,,,3374.2074423999975
2021-12-08,,,3374.2074423999975
2021-12-09,,,3374.2074423999975
2021-12-10,CRM,20.519999999999754,3394.727442399997
2021-12-11,,,3394.727442399997
2021-12-12,HD,-81.27999999999975,3313.4474423999973
2021-12-13,,,3313.4474423999973
2021-12-14,,,3313.4474423999973
2021-12-15,HON,49.27999999999975,3362.727442399997
2021-12-16,,,3362.727442399997
2021-12-17,MMM,-64.08000000000004,3298.647442399997
2021-12-18,,,3298.647442399997
2021-12-19,,,3298.647442399997
2021-12-20,HD,61.27999999999975,3359.927442399997
2021-12-21,,,3359.927442399997
2021-12-22,,,3359.927442399997
2021-12-23,,,3359.927442399997
2021-12-24,MRK,36.959999999999525,3396.8874423999964
2021-12-25,,,3396.8874423999964
2021-12-26,,,3396.8874423999964
2021-12-27,,,3396.8874423999964
2021-12-28,,,3396.8874423999964
2021-12-29,MMM,14.630000000000194,3411.5174423999965
2021-12-30,,,3411.5174423999965
2021-12-31,,,3411.5174423999965
